No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Tipe Kecelakaan,Penyebab,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
130,KOTA BALIKPAPAN,2022-10-02,21:30:00,0,0,3,9," Rp2,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl Mulawarman dekat Zhafira Cell Teritip, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 76118, Indonesia",-1.171454436,117.00201,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
131,KOTA BALIKPAPAN,2022-10-04,18:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - depan,Jalan,"Jl AMD Projakal dekat PT Pro Aneka Cipta Kel. Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan",-1.182688273,116.8523658,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
132,KOTA BALIKPAPAN,2022-09-20,22:30:00,1,0,0,12, Rp- ,Berat,Tabrakan saat gerakan putar balik,Manusia,"Jl Pulau balang dekat PT Punninar Kel.Karang Joang, Balikpapan Utara, Balikpapan City, East Kalimantan 76127",-1.161941938,116.8720537,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
133,KOTA BALIKPAPAN,2022-10-17,14:40:00,2,0,0,24," Rp3,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl Mulawaman depan PT Schlumberger, Manggar, Balikpapan Timur, Balikpapan City, East Kalimantan, Indonesia",-1.23121352,116.9576337,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
134,KOTA BALIKPAPAN,2022-10-08,03:00:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl Mulawarman dekat PLTD Batakan Kel.Manggar Kec.Balikpapan Timur, Kota Balikpapan",-1.237742933,116.9502288,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Hujan/ Grimis
135,KOTA BALIKPAPAN,2022-10-12,00:45:00,0,0,1,3," Rp3,000,000 ",Ringan,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl Soekarno Hatta dekat bengkel Hino, Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.183942054,116.8853439,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Hujan/ Grimis
136,KOTA BALIKPAPAN,2022-10-22,09:30:00,0,1,0,3," Rp2,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"Jl Klamono dekat musholla al firdaus, Margo Mulyo, Balikpapan Barat, Balikpapan City, East Kalimantan 76125, Indonesia",-1.230410918,116.8329463,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Hujan/ Grimis
137,KOTA BALIKPAPAN,2022-10-16,15:50:00,1,0,0,12," Rp500,000 ",Berat,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"Jl. Syarifuddin Yoes dekat Rumah dinas walikota, Kel.Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115, Indonesia",-1.253569708,116.8997138,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
138,KOTA BALIKPAPAN,2022-11-02,05:45:00,1,0,0,12," Rp500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kanan ke kiri",Manusia,"Jl Mulawarman dekat RM Bubur Ayyam Swargi Kel.Manggar Baru, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 76116, Indonesia",-1.220987095,116.9669488,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
139,KOTA BALIKPAPAN,2022-11-06,04:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Soekarno Hatta Km.10 depan Paldam Kel.Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.185196067,116.886142,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
140,KOTA BALIKPAPAN,2022-10-30,15:00:00,0,1,1,6," Rp5,000,000 ",Sedang,Tabrakan saat gerakan putar balik,Manusia,"Jl Soekarno Hatta, Karang Joang, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76127, Indonesia",-1.13359367,116.8817321,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
141,KOTA BALIKPAPAN,2022-10-26,14:15:00,0,1,1,6," Rp500,000 ",Sedang,Tabrakan saat menyalip dari kanan,Manusia,"Jl Mulawarman dekat bengkel motor Ardi Jaya Kel.Teritip, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur 76118, Indonesia",-1.184766989,116.9983863,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
142,KOTA BALIKPAPAN,2022-11-15,16:30:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri,Manusia,"JL Belakang Mall BB Blok FJ 2 No 6, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.244621732,116.8616171,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
143,KOTA BALIKPAPAN,2022-11-27,01:30:00,1,0,0,12," Rp1,500,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl Jenderal Sudirman dekat RM Kedai laut Stalkuda, Damai Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.275433117,116.8631941,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
144,KOTA BALIKPAPAN,2022-11-24,02:40:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - depan,Jalan,"Jl S.hatta KM.22 dekat penjual salak Kel.Karang Joang, Balikpapan City, East Kalimantan, Indonesia",-1.098879845,116.8945418,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
145,KOTA BALIKPAPAN,2022-11-16,17:30:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan saat menyalip dari kanan,Kendaraan,"Jl Marsma R.Iswahyudi depan RM Kenari Kel.Gn Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur",-1.26786523,116.8780357,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
146,KOTA BALIKPAPAN,2022-12-02,05:00:00,0,0,2,6," Rp500,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl Mulawarman dekat simpang PJHI Batakan Manggar, Kec. Balikpapan Timur, Kota Balikpapan, Kalimantan Timur, Indonesia",-1.243531939,116.9422346,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
147,KOTA BALIKPAPAN,2022-12-11,16:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,Jl Mulawarman dekat PT Laut Jaya Mandiri Kel.Teritip Kec.Balikpapan Timur,-1.164261363,117.0038785,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
148,KOTA BALIKPAPAN,2022-12-01,22:00:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl Yos Sudarso dekat SMA Patra Kel.Mekar Sari, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122, Indonesia",-1.246493859,116.831306,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
149,KOTA BALIKPAPAN,2022-12-27,15:40:00,1,0,0,12," Rp50,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL S.HATTA TURUNAN RAMAYANA RAPAK,-1.241911014,116.8358841,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
150,KOTA BALIKPAPAN,2022-12-28,11:30:00,1,0,0,12," Rp500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,Jl Jend A.Yani depan Kantor Kelurahan Karang Jati Balikpapan Tengah,-1.246989621,116.8347429,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
151,KOTA BALIKPAPAN,2022-12-29,21:00:00,1,0,0,12," Rp3,500,000 ",Berat,Tabrakan depan - belakang,Manusia,"Jl Pulau Balang dekat Mako Brimob, Karang Joang, Balikpapan Utara, Balikpapan City, East Kalimantan 76127, Indonesia",-1.156401614,116.8592121,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
152,KOTA BALIKPAPAN,2022-11-17,11:20:00,0,0,1,3," Rp1,500,000 ",Ringan,Tabrakan kendaraan belok kiri dengan kendaraan yang jalan lurus,Manusia,"Jl Jenderal Sudirman dekat Dealer Hytundai Kel.Damai Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76114, Indonesia",-1.272284891,116.8523664,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
153,KOTA BALIKPAPAN,2022-12-28,22:00:00,0,0,1,3," Rp200,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl Mulawarman depan toko sembako Sinar, Lamaru, Balikpapan Timur, Balikpapan City, East Kalimantan 76117, Indonesia",-1.20413931,116.9793766,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
154,KOTA BALIKPAPAN,2022-12-31,07:00:00,0,0,1,3," Rp500,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl Projakal RT.29 Dekat Toko Almahyra, Batu Ampar, Kec. Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76136, Indonesia",-1.208172,116.862409,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
155,KOTA BALIKPAPAN,2023-01-25,17:30:00,0,1,0,3," Rp5,000,000 ",Sedang,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,JL S.YOES DEPAN KANTOR PUPR BBPJN KALIMANTAN TIMUR,-1.244544391,116.8901449,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
156,KOTA BALIKPAPAN,2023-01-27,23:55:00,1,0,0,12," Rp15,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,JL JENDERAL SUDIRMAN DEKAT KEDAI LAUT KEL.DAMAI KEC.BALIKPAPAN SELATAN,-1.275426901,116.8633586,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Redup / Samar (Tidak jelas terlihat)
157,KOTA BALIKPAPAN,2023-02-09,05:30:00,1,1,0,15," Rp15,000,000 ",Berat,Tabrakan depan - belakang,Manusia,Jalan Sultan Hasanudin (Kariangau) dekat PT. Sinar Bintang Albar Kel.Kariangau kec.Balikpapan Utara.,-1.184384071,116.8367818,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Gelap / Sulit Terlihat
158,KOTA BALIKPAPAN,2023-02-10,23:00:00,1,0,0,12," Rp4,000,000 ",Berat,Tabrakan depan - belakang,Manusia,Jl Sultan Hasanuddin dekat toko dinda RT.16 Kel.Kariangau Kec.Balikpapan Barat,-1.194847978,116.831564,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
159,KOTA BALIKPAPAN,2023-02-12,05:30:00,1,0,0,12, Rp- ,Berat,"Di ruas, kendaraan lurus dengan pejalan kaki dari kiri di Zebra Cross",Manusia,"Jalan Mulawarman dekat Warung Obama Kel.Manggar Kec.Balikpapan Timur, Kota Balikpapan",-1.247116564,116.9373549,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Terang / Jelas
160,KOTA BALIKPAPAN,2023-02-11,02:00:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL LETJEND SUPRAPTO DEPAN KANTOR BANK MANDIRI MARGASARI,-1.234637,116.822952,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),X atau + (Simpang Empat),Cerah,Redup / Samar (Tidak jelas terlihat)
161,KOTA BALIKPAPAN,2023-02-11,01:00:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL MULAWARMAN DEKAT KANTOR POS MANGGAR,-1.234050704,116.9550714,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
162,KOTA BALIKPAPAN,2023-03-01,19:00:00,1,0,0,12," Rp1,000,000 ",Berat,"Di ruas, kendaraan lurus dengan pejalan kaki dari kanan di Zebra Cross",Manusia,"Jl Letjend Suprapto (dekat Kantor BNI) Kel.Marga Sari, Kec. Balikpapan Barat, Kota Balikpapan.",-1.236907331,116.826818,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
163,KOTA BALIKPAPAN,2023-02-28,17:30:00,1,0,0,12," Rp2,500,000 ",Berat,Tabrakan saat pindah lajur ke kanan,Manusia,"Jl Ruhui Rahayu 1 dekat Dinas Pendidikan dan Kebudayaan, Kel. Sepinggan Baru, Kec. Balikpapan Selatan, Kota Balikpapan.",-1.242822899,116.896305,Jalan Kota / Kabupaten,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Tikungan,Cerah,Terang / Jelas
164,KOTA BALIKPAPAN,2023-03-13,23:00:00,1,0,1,15," Rp2,000,000 ",Berat,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,Jalan Mulawarman depan Kantor BRI Unit Manggar Kel.Manggar Kec.Balikpapan Timur,-1.217718373,116.969961,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
165,KOTA BALIKPAPAN,2023-02-02,04:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jl Batu Butok dekat Gg Kelapa RT.84 Kel.Muara Rapak Kec.Balikpapan Utara,-1.226892974,116.834932,Jalan Desa,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
166,KOTA BALIKPAPAN,2023-03-25,23:00:00,1,0,3,21," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jalan Mulawarman depan Kantor JNT Unit Manggar Kel.Manggar Kec.Balikpapan Timur.,-1.228652397,116.9599927,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
167,KOTA BALIKPAPAN,2023-03-27,21:00:00,1,0,1,15," Rp3,000,000 ",Berat,Tabrakan saat belok ke sisi kanan jalan,Manusia,"Jl Soekarno Hatta KM 5,5 dekat toko Zizah Kel.Batu Ampar Kec.Balikpapan Utara",-1.209806318,116.8650316,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
168,KOTA BALIKPAPAN,2023-03-05,03:30:00,0,0,1,3," Rp30,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"JL JENDERAL SUDIRMAN DEKAT POS BALIKPAPAN PERMAI, RT -, RW -, TITIK KOORDINAT lintang 1.270862 bujur 116.854272",-1.270862,116.854272,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Redup / Samar (Tidak jelas terlihat)
169,KOTA BALIKPAPAN,2023-04-16,21:30:00,0,0,2,6," Rp2,000,000 ",Ringan,Tabrakan saat menyalip,Manusia,JL S.HATTA KM.16 DEKAT TOKO SEMBAKO KEL.KARANG JOANG KEC.BALIKPAPAN UTARA,-1.142768615,116.8759266,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
170,KOTA BALIKPAPAN,2023-04-23,12:30:00,1,0,4,24," Rp2,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"JL S.YOES DEKAT RESTO WAKA WAKA, SEPINGGAN, BALIKPAPAN SELATAN",-1.252321702,116.8987274,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
171,KOTA BALIKPAPAN,2023-04-26,09:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL JENDERAL SUDIRMAN DEKAT KANTOR PEGADAIAN KANWIL IV, RT -, RW -, TITIK KOORDINAT -",-1.270573733,116.8597214,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
172,KOTA BALIKPAPAN,2023-05-04,01:00:00,0,1,0,3," Rp3,000,000 ",Sedang,"Di ruas, kendaraan lurus dengan pejalan kaki dari kiri di Zebra Cross",Manusia,"JL JENDERAL SUDIRMAN DEKAT GEDUNG PARKIR GELORA, RT -, RW -, TITIK KOORDINAT -",-1.277097599,116.8328721,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
173,KOTA BALIKPAPAN,2023-05-07,01:30:00,1,0,1,15," Rp15,000,000 ",Berat,Tabrakan saat pindah lajur ke kiri,Manusia,JL JENDERAL SUDIRMAN DEKAT RM KEDAI LAUT STAL KUDA,-1.275433366,116.8631693,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Redup / Samar (Tidak jelas terlihat)
174,KOTA BALIKPAPAN,2023-05-10,17:30:00,1,0,1,15," Rp15,000,000 ",Berat,Tabrakan depan - belakang,Kendaraan,JL  SYARIFUDDIN YOES DEPAN KANTOR PUPR BBPJN KALIMANTAN TIMUR,-1.244544807,116.8901426,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
